Bid_Number,Contract_Number,test column,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S4HM8180,140003,,Parts & Labor for Card Access Systems,20130701,20160630,SSE,AUDIO VIDEO REPAIR INC,SS&E,150000,36,"$6,720.00"
S3XY8380,130105,,Structural Fire Fighters Protective Gloves,20120901,20160630,SSE,911 SAFETY EQUIPMENT LLC,SS&E,230014,36,"$77,208.81"
S2WJ7850,120285,,PC Leasing (Computer Equipment),20120201,20160630,SSE,POMEROY IT SOLUTIONS SALES CO INC,SS&E,263935.18,,
UTILITY,990731,,03/96-F INTSL VIEW/CALL SY-RQXX97002606,19990701,20160630,SSE,PECO ENERGY CO,SS&E,867866082,96,"$4,761,723.17"
S1QO371S,912797,,CONCOURSE ELECTRIC SERVICE,19900701,20160630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,69250677.1,12,"$132,596.37"
4064GCON,G34082,,"PANNULLA CONSTRUCTION CO., INC. Bid# 4064GCON",20130826,,PW,"PANNULLA CONSTRUCTION CO., INC.",RECREATION,"$248,468.63",,329210.67
3716ECMS,B14122,,SERAVALLI INCORPORATED Bid# 3716ECMS,20130820,,PW,SERAVALLI INCORPORATED,STREETS,"$46,267.00",,33399.6
2571,134129,,"Relay of Water Mains in Clapier St from Wissahickon Ave to Morris, Morris from Seymour St to Abbottsford Ave. Phila, PA",20130819,,PW,SERAVALLI INCORPORATED,WATER,"$1,377,600.00",,749464.26
2545,134134,,Reconstruction of Sewer/Relay of Water Main and/or Trenchless Sewer Rehabilitation Lining of Sewer at Various Locations. Phila. PA,20130807,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,844,840.00",,798450.43
4043TANK,E04067,,MINISCALCO CONSTRUCTION LLC Bid# 4043TANK,20130807,,PW,MINISCALCO CONSTRUCTION LLC,FLEET MANAGEMENT,"$25,000.00",,77843.15
2578,134111,,"Green Infrastruct. Projects @ Nebinger School, Phila PA (Fed Funded)",20130717,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$308,000.00",,124050.33
4170ELEC,B04105,,MULHERN ELECTRIC COMPANY Bid# 4170ELEC,20130717,,PW,MULHERN ELECTRIC COMPANY,PRISONS,"$15,857.43",,29729.43
4072ELB,A34070,,GESSLER CONSTRUCTION COMPANY Bid# 4072ELB,20130624,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$12,365.00",,24730
3734ECMS,C24004,,SERAVALLI INCORPORATED Bid# 3734ECMS,20130624,,PW,SERAVALLI INCORPORATED,STREETS,"$271,231.90",,271231.9
6956,134094,,Westside Taxiway Expansion -K- Wetland Mitigation Phila. Intern'l Airport (Fed Funded),20130619,,PW,TRI STATE DREDGING,COMMERCE,"$861,190.00",,165825
4685GCON,B14065,,MINISCALCO CONSTRUCTION LLC Bid# 4685GCON,20130619,,PW,MINISCALCO CONSTRUCTION LLC,RECREATION,"$18,000.00",,60084.76
4633GCON,C24132,,ROCKPORT CONSTRUCTION COMPANY INC Bid# 4633GCON,20130618,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$3,575.56",,51836.56
4425GCON,CC4043,,ASSOCIATED SPECIALTY CONTRACTING Bid# 4425GCON,20130607,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$120,682.86",,23937.56
4623GCON,D24072,,HUNTER ROBERTS CONSTRUCTION GROUP Bid# 4623GCON,20130607,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$1,600,000.00",,1206820.6
3746,134095,,"Reconstruction of the Retaining Wall Along Tower St., Phila. PA",20130606,,PW,ANTHONY BIDDLE CONTRACTORS INC,STREETS,"$231,000.00",,57496.05
4623MECH,D24073,,DOLAN MECHANICAL Bid# 4623MECH,20130606,,PW,DOLAN MECHANICAL,POLICE,"$150,000.00",,185271.03
4125ELBE,134109,,Infrastructure Upgrade for EHR Implementation - HAB (Emergency Letter Bid) Partial Certification,20130529,,PW,JACK COHEN & COMPANY INCORPORATED,HEALTH,"$461,250.00",,76970.52
6950ELB,A24104,,BITTENBENDER CONSTRUCTION CO Bid# 6950ELB,20130529,,PW,BITTENBENDER CONSTRUCTION CO,COMMERCE,"$500,000.00",,16940.35
4533ASBT,AN4061,,ASSOCIATED SPECIALTY CONTRACTING Bid# 4533ASBT,20130529,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$25,000.00",,4182.45
4495GCON,B24112,,A P CONSTRUCTION COMPANY Bid# 4495GCON,20130529,,PW,A P CONSTRUCTION COMPANY,RECREATION,"$49,164.00",,57959.5
4026GCON,134093,,"Treehouse Restoration Project @ Phila Zoo, Phila PA (Partial Certification)",20130528,,PW,TE CONSTRUCTION SERVICES LLC,FAIRMOUNT PARK COMMISSION,"$362,326.80",,195830.42
4255ELEC,A24150,,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4255ELEC,20130520,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$27,700.00",,22437
6959ELB,A34091,,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20130520,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$500,000.00",,194076.71
4179GCON,D24041,,GESSLER CONSTRUCTION COMPANY Bid# 4179GCON,20130517,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$32,196.00",,69353.2
4315GCON,A24094,,BRIGHTLINE CONSTRUCTION INC Bid# 4315GCON,20130515,,PW,BRIGHTLINE CONSTRUCTION INC,MANAGING DIRECTOR,"$47,089.91",,107935.54
4892GCON,134083,,"Site Improvements at Triangle Park, Phila PA",20130501,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$193,290.00",,40761
4268GCON,L24118,,BUILDING RESTORATION INC Bid# 4268GCON,20130501,,PW,BUILDING RESTORATION INC,RECREATION,"$103,984.13",,302855.59
2579ELB,134090,,CARUSONE CONSTRUCTION INC Bid# 2579ELB,20130424,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,780,460.00",,472690.03
2394,134076,,PETRONGOLO CONTRACTORS INCORPORATED Bid# 2394,20130419,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,006,640.00",,1699733.14
2380,134078,,NELLO CONSTRUCTION COMPANY INCORPORATED Bid# 2380,20130419,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,347,800.00",,45095.27
4657ROOF,A24096,,D A NOLT INCORPORATED Bid# 4657ROOF,20130419,,PW,D A NOLT INCORPORATED,HEALTH,"$24,656.94",,71015.26
4972GCON,C24108,,DONATO SPAVENTA & SONS INCORPORATED Bid# 4972GCON,20130419,,PW,DONATO SPAVENTA & SONS INCORPORATED,DIRECTOR OF FINANCE,"$124,210.18",,599254.62
4508GCON,F24001,,BRIGHTLINE CONSTRUCTION INC Bid# 4508GCON,20130419,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,$747.57,,13768.82
2342,134079,,J P C GROUP INC Bid# 2342,20130401,,PW,J P C GROUP INC,WATER,"$1,057,350.00",,581380.8
4537GCON,B14053,,J S CORNELL & SON INC Bid# 4537GCON,20130325,,PW,J S CORNELL & SON INC,POLICE,"$31,851.15",,79786.61
2898,134073,,TORRADO CONSTRUCTION CO INC Bid# 2898,20130322,,PW,TORRADO CONSTRUCTION CO INC,WATER,"$177,650.00",,134425
4527GCON,A24059,,BRIGHTLINE CONSTRUCTION INC Bid# 4527GCON,20130322,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$7,338.18",,70698.99
3742ECMS,134056,,ARMOUR & SONS ELECTRIC INC Bid# 3742ECMS,20130319,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$4,174,085.30",,681835.68
4306ELEC,A24151,,CARR & DUFF INCORPORATED Bid# 4306ELEC,20130315,,PW,CARR & DUFF INCORPORATED,RECREATION,"$178,465.00",,12823.2
4306GCON,B24143,,SMITH BUILDERS INC Bid# 4306GCON,20130315,,PW,SMITH BUILDERS INC,RECREATION,"$204,360.00",,703236.35
2541,134077,,SERAVALLI INCORPORATED Bid# 2541,20130314,,PW,SERAVALLI INCORPORATED,WATER,"$1,665,170.00",,1323718
2572,134080,,SERAVALLI INCORPORATED Bid# 2572,20130314,,PW,SERAVALLI INCORPORATED,WATER,"$2,046,770.00",,1113097.38
4178MECH,F14141,,EDWARD J MELONEY INCORPORATED Bid# 4178MECH,20130313,,PW,EDWARD J MELONEY INCORPORATED,POLICE,"$6,051.00",,10640
4306PLUM,124142,,KASER MECHANICAL Bid# 4306PLUM,20130306,,PW,KASER MECHANICAL,RECREATION,"$103,000.00",,46201.5
4025MECH,134053,,FIVE STAR INC Bid# 4025MECH,20130306,,PW,FIVE STAR INC,RECREATION,"$103,940.00",,24948
2856,134071,,HORIZON BROTHERS PAINTING CORP Bid# 2856,20130306,,PW,HORIZON BROTHERS PAINTING CORP,WATER,"$2,920,000.00",,837716.4
4696GCON,124066,,BRIGHTLINE CONSTRUCTION INC Bid# 4696GCON,20130305,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$776,000.70",,782293.35
4025PLUM,134066,,"Letitia House Rehabilitation, Phila PA",20130305,,PW,"JOHN J. BEE, INC.",RECREATION,"$22,812.60",,18002.12
4394ELEC,C24016,,HYDE ELECTRIC CORPORATION Bid# 4394ELEC,20130301,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$2,976.40",,6172.44
4306MECH,124141,,"New Building & Site Improvements @ Sturgis Playground  200-220 W. 65th Street, Phila PA (Partial Certification)",20130226,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$386,580.00",,5894.1
4025ELEC,134051,,"Rehabilitation of Letitia House, Phila PA �(Partial Certification)",20130226,,PW,MCGOLDRICK ELECTRIC INC,RECREATION,"$83,625.00",,66514.5
4975GCON,134063,,"Bldg Renovate at Riverside Corr. Facility, Phila PA",20130219,,PW,SMITH BUILDERS INC,PRISONS,"$864,140.64",,528331.84
4400GCON,134057,,"Site Improv. at Mill Creek & West Mill Creek Playgrounds, Phila PA",20130215,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$877,149.00",,272891.84
4501ELEC,C14055,,PALMAN ELECTRIC INCORPORATED Bid# 4501ELEC,20130214,,PW,PALMAN ELECTRIC INCORPORATED,FIRE,"$30,962.48",,99552.42
4080ELEC,G24018,,MULHERN ELECTRIC COMPANY Bid# 4080ELEC,20130214,,PW,MULHERN ELECTRIC COMPANY,MANAGING DIRECTOR,"$104,035.02",,89504.22
4082ELEC,C14124,,MULHERN ELECTRIC COMPANY Bid# 4082ELEC,20130131,,PW,MULHERN ELECTRIC COMPANY,FIRE,"$2,423.22",,16555.96
6944,134052,,"Construct New K5 Taxiway Exit for Runway 27R, Phila International Airport, Phila PA  (Federally Funded)",20130130,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$7,894,000.00",,979421.27
2549,134061,,"Construct of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130129,,PW,RAMOS AND ASSOCIATES INCORPORATED,WATER,"$638,960.00",,189505.16
4045GCON,B94087,,GESSLER CONSTRUCTION COMPANY Bid# 4045GCON,20130129,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$6,217.50",,6217.5
4384ELEC,134030,,"Provide Outdoor Lighting @ Mander Playground  2140 N. 33rd St., Phila PA (Partial Certification)",20130124,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$307,500.00",,119953.65
2566,134059,,"Construction of Green Infrastructure in Various City Locations, Phila PA (Federally Funded)",20130123,,PW,SERAVALLI INCORPORATED,WATER,"$1,348,200.00",,129751.64
2565,134058,,"Construction of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130122,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,039,450.00",,619053.56
2546,134062,,"Construct of Green Infrastructure at Various Locations, Phila PA (Fed Funded)",20130122,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,184,930.00",,329221.42
3708ECMS,C14093,,DEPAUL & COMPANY INC Bid# 3708ECMS,20130122,,PW,DEPAUL & COMPANY INC,STREETS,"$325,000.00",,118469.93
2568ELB,134055,,"Sewer Lining Project, Market St from 12th St to 7th St., Phila PA (Emergency Letter Bid)",20130118,,PW,A & W MAINTENANCE INC,WATER,"$1,976,170.00",,1608049.8
2544,134060,,"Construct Green Infrastructure In Various City Sts, Phila PA (Fed Funded)",20130118,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$693,670.00",,28128.17
4623ELEC,C24075,,MULHERN ELECTRIC COMPANY Bid# 4623ELEC,20130118,,PW,MULHERN ELECTRIC COMPANY,POLICE,"$298,900.00",,61967.9
4338ELBG,134072,,Emergency Letter Bid,20130116,,PW,DANIEL J KEATING COMPANY,DIRECTOR OF FINANCE,"$1,537,650.00",,1288588.08
4097ELEC,134040,,"Alarm Systems/Code Required Improvements @ Various Sites, Phila PA",20130111,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$147,497.50",,112002.7
2392,134043,,"Reconstruct Sewer, Relay Water Main, & Sewer Linings in Various City Sts, Phila PA",20130111,,PW,CARUSONE CONSTRUCTION INC,WATER,"$2,911,890.00",,296449.99
4196MECH,134017,,"Addition/Renovate Bldg & Site Improve Penrose Playground, 1101 W. Susquehanna Avenue, Phila PA  (Partially State Funded)",20121228,,PW,ALLSTATES MECHANICAL LTD.,RECREATION,"$104,040.00",,13617.9
2547,134048,,"Reconstruct Sewer & Relay Water Mains in Hoffnagle St, Phila. PA",20121228,,PW,SERAVALLI INCORPORATED,WATER,"$577,500.00",,34013.1
4537ELEC,A14045,,JACK COHEN & COMPANY INCORPORATED Bid# 4537ELEC,20121228,,PW,JACK COHEN & COMPANY INCORPORATED,POLICE,"$57,630.00",,41701.7
4537PLUM,A14049,,KASER MECHANICAL Bid# 4537PLUM,20121228,,PW,KASER MECHANICAL,POLICE,"$58,976.40",,34786.05
6937,A24017,,A P CONSTRUCTION COMPANY Bid# 6937,20121224,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$10,862,431.00",,844474
4201ELEC,134039,,"Fire Protection Systems Upgrade @ Various Recreation Sites. Phila, PA",20121210,,PW,JACK COHEN & COMPANY INCORPORATED,RECREATION,"$148,625.00",,18610.5
6955ELB,134050,,"Terminals B and C Restroom Renovation, Phila PA (Emergency Letter Bid)",20121210,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$366,300.00",,58643.42
4196GCON,134024,,"Additon/Renovate Bldg&Site Improve Penrose Playground, Phila PA (Partially State Funded)",20121207,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,RECREATION,"$999,999.84",,218585.09
6945,134038,,"Sign Structure & Sign Light Improvements @ Phila Internat'l Airport, Phila PA",20121207,,PW,ANTHONY BIDDLE CONTRACTORS INC,COMMERCE,"$1,700,000.00",,365229
2537,134044,,"Reconstruct Sewer & Relay Water Main in Rittenhouse Street, Phila PA",20121207,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,583,000.00",,521242.38
2375,134045,,"Relay of Water Mains in Morris Park Rd, Edgemore Rd, Simpson St, Malvern Ave, 68th Str, & Lebanon Ave, Phila. PA",20121206,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,556,120.00",,750924.17
2533,134047,,"Reconstruct of Sewers & Relay Water Main in Glen St, Reconstruct Sewers in Sussex Ln, Chesterfield St, and Wessex Lane, Phila PA",20121130,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,061,200.00",,133642.75
4196ELEC,134023,,"Site Improvements (Existing Building Renovation & Addition) @ Penrose  Playground, 1101 W. Susquehanna Ave., Phila., PA  (Partially State Funded)",20121129,,PW,MULHERN ELECTRIC COMPANY,RECREATION,"$162,975.00",,44328.3
2506R,134042,,"Reconstruction of Sewers, Relay Water Mains, and/or Line Sewer with Resin Impregnated Liner In Various City Sts. Phila. PA",20121129,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,014,980.00",,149418.19
4522ELEC,124149,,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20121123,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$308,590.00",,159218.1
4916GCON,134026,,"Roof Replace & Masonry Pointing & Sealing at Kendrick Rec Ctr. Phila, PA (Partial Certification)",20121123,,PW,MCMULLEN ROOFING INC,RECREATION,"$193,800.00",,8502.5
2840,134037,,"Improvements to Belmont Raw Water Basin at Belmont WTP, Belmont Ave & Ford Rd, Philadelphia, PA",20121123,,PW,J P C GROUP INC,WATER,"$19,476,000.00",,223843.5
4454GCON,134014,,"Rehab of Basketball Court @ Tabor & Garland, Phila PA",20121114,,PW,GESSLER CONSTRUCTION COMPANY,MANAGING DIRECTOR,"$47,124.00",,90552
2543,134032,,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121114,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,875,300.00",,633982.5
6943,124158,,"Taxiway 'K' Expansion Stockpile Relocation Phase I, (Federally Funded)",20121109,,PW,JOHN J. DOUGHERTY & SON INCORPORATED,COMMERCE,"$4,837,000.00",,1052631.59
2536,134031,,"Green Infrastruct Projects at Various Locations, Phila PA (Fed Funded)",20121109,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,059,450.00",,110201.4
2531,134034,,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121109,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,272,600.00",,409195
2530,134035,,"Green Infrastruct Projects at Various Locations, Phila PA (Fed Funded)",20121109,,PW,DONATO SPAVENTA & SONS INCORPORATED,WATER,"$978,020.00",,360526.33
2529,134036,,"Construction of Green Infrastructure in Various City Locations, Phila. PA  (Federally Funded)",20121109,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,627,500.00",,441137.5
2894,134009,,"Replacement of Influent Bar Racks at SEWPCP, 25 Pattison Ave. Phila, PA",20121107,,PW,C & H INDUSTRIAL SERVICES INC,WATER,"$2,095,800.00",,594608.4
4658GCON,134029,,"Water Works Italian Fountain Restoration. 620 Water Works Drive, Philadelphia, PA - Partial Certification",20121101,,PW,J P C GROUP INC,RECREATION,"$761,940.00",,289236.49
4623PLUM,B24068,,DOLAN MECHANICAL Bid# 4623PLUM,20121101,,PW,DOLAN MECHANICAL,POLICE,"$153,500.00",,158230.44
3725ECMS,134002,,Delaware Ave Greenway (Tiger 9) ADA Ramps (Federally Funded),20121017,,PW,SCOTT BUILDING CORP,STREETS,"$2,618,598.25",,340467.42
6947,134016,,"Landscape Irrigation Upgrade (GCON), Philadelphia International Airport, Phila. PA",20121010,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$1,160,000.00",,200363.78
4658PLUM,134019,,"Water Works Italian Fountain Restoration. 620 Water Works Drive, Philadelphia, PA (Partial Certification)",20121010,,PW,"JOHN J. BEE, INC.",RECREATION,"$94,787.58",,53674.4
6951,134021,,"Construct New Security  Access Gate 8. @ Phila International Airport, Phila. PA (GCON)",20121010,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$2,800,000.00",,678907.7
2315,134012,,"Lining of the Sanitary Sewers with Resin Impregnated Liner at Various Locations. Phila, PA",20121003,,PW,ALLSTATE POWER VAC INCORPORATED,WATER,"$1,063,400.00",,52643.28
4522GCON,124110,,"Rehabilitation of City Hall Elevators, Phase 2 Phila, PA",20120914,,PW,ANTHONY BIDDLE CONTRACTORS INC,PUBLIC PROPERTY,"$246,960.00",,71010
2528,134004,,Reconstruction of Sewer & Relay of Water Mains at Various Locations. Phila PA,20120914,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,748,570.00",,337383.53
2353,134005,,"Reconstruction of Sewer & Relay of Water Mains in Ditman Street, Phila. PA.",20120914,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$2,439,270.00",,660332.05
2814,134011,,"Rehab of Receiving Terminal at Biosolids Recycling Ctr., 7800 Penrose Ferry Rd. Phila, PA",20120914,,PW,QUAD CONSTRUCTION CO,WATER,"$2,494,600.00",,1450957.41
6952ELB,134015,,"Fence/Gate Hardening (Install Cable Barrier. Guide rail, and Crash Barriers @ the Philadelphia International Airport., Phila. PA",20120914,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$1,760,150.00",,337821.07
6942R,124152,,TSA CCTV Expand Project Phase III (Elect)   (Federally Funded),20120830,,PW,SCHNEIDER ELECTRIC BUILDINGS INC,COMMERCE,"$2,305,463.36",,503648.33
2351,124137,,"Reconstruction of Sewer/Relay Water Main in Greene St and Tulpehocken St, Phila PA",20120808,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$1,582,600.00",,403620.87
2524,124165,,Green Infrastructure Projects at Various Locations. (Federally Funded),20120807,,PW,J P C GROUP INC,WATER,"$1,717,800.00",,166428.52
3741,124144,,Furnish and /Placement of Bituminous Tack Coat in Six Highway Districts.,20120801,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$330,000.00",,500
2521,124164,,Green Infrastructure Projects at Various Locations. (Federally Funded),20120801,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,083,720.00",,6000
4972MECH,124109,,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120726,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$145,809.00",,46525.7
2854,124148,,"Replacement of Low Voltage Swithgear and Panel Boards in Maintenance Bldg at Queen Lane Water Treatment Plant, 3110 W. Queen Lane, Phila PA",20120726,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,WATER,"$851,400.00",,21345.16
2372,124138,,"Reconst of Sewer & Relay of Water Mains In Various City Streets, Phila PA",20120723,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$3,027,300.00",,963142.97
2500,124145,,"Green Infrastructure Project in Chew Playground & Columbus Square, Phila PA (Federally Funded)",20120723,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$965,800.00",,158117.22
2324,A04089,,BERNER CONSTRUCTION INC Bid# 2324,20120720,,PW,BERNER CONSTRUCTION INC,WATER,"$103,000.00",,10500
4318ELEC,C94049,,JACK COHEN & COMPANY INCORPORATED Bid# 4318ELEC,20120720,,PW,JACK COHEN & COMPANY INCORPORATED,RECREATION,"$65,950.69",,4603.13
4972ELEC,124115,,"Pleasant Playground - New Building and Playground Phila, PA",20120627,,PW,PALMAN ELECTRIC INCORPORATED,RECREATION,"$246,906.10",,64255
2865,124134,,Electrical System Replacement & New Generator at Belmont Water Treatment Plant. Phila PA,20120627,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,WATER,"$5,544,500.00",,1199261.87
4972PLUM,124106,,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120622,,PW,SANTAPAUL CORP,RECREATION,"$124,861.00",,42665.03
4522ELEV,124113,,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20120622,,PW,OTIS ELEVATOR CO,PUBLIC PROPERTY,"$1,625,900.00",,554610.01
4296ELEC,124116,,"Install Path Lighting Along Martin Luther King, Jr. Drive, Phila, PA (Partial Certification)",20120622,,PW,CARR & DUFF INCORPORATED,RECREATION,"$830,110.00",,258676.16
4231GCON,R14091,,"PANNULLA CONSTRUCTION CO., INC. Bid# 4231GCON",20120607,,PW,"PANNULLA CONSTRUCTION CO., INC.",PUBLIC PROPERTY,"$30,000.00",,34584.23
4522MECH,124111,,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA",20120516,,PW,SANTAPAUL CORP,PUBLIC PROPERTY,"$194,671.60",,109820.34
4338SPKR,124121,,Install Sprinklers in City Hall Ornate Rooms.,20120516,,PW,FIRE PROTECTION INDUSTRIES INC,PUBLIC PROPERTY,"$985,787.93",,204528.77
2509ELB,124123,,Reconstruction of Sewers and Trenchless Sewer Rehabilitation Lining of the Sewer in Various Locations.  (Emergency Letter Bid),20120515,,PW,A P CONSTRUCTION COMPANY,WATER,"$1,182,810.00",,98169.36
3722ECMS,124087,,"Tidal Schuylkill Greenway Phila, PA",20120508,,PW,"CROSSING CONSTRUCTION COMPANY, INC.",STREETS,"$16,878,040.30",,4019902.36
6909,C14017,,DOLAN MECHANICAL Bid# 6909,20120503,,PW,DOLAN MECHANICAL,COMMERCE,"$232,668.00",,75135.38
2504,124098,,Reconstruction of Sewers and Relay of Water Mains in Buckius St (Almond to Edgemont) Buckius St (Edgemont to Richmond) Emery St (Buckius to Ash) Salmon St (Buckius to Lefevre) Relay Water Mains in Ort,20120323,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,781,400.00",,36049.69
2321,124101,,"Relay of Water Mains in Broad St, Carlisle Street, Cumberland St, Glenwood Ave., and Lehigh Ave. Phila, PA",20120323,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,376,000.00",,83530.81
2349,124102,,"Reconstruct of Sewers and Relay of Water Mains at Various Locations Phila, PA",20120323,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,967,300.00",,135261.98
4636GCON,B14119,,BRIGHTLINE CONSTRUCTION INC Bid# 4636GCON,20120316,,PW,BRIGHTLINE CONSTRUCTION INC,RECREATION,"$118,727.61",,5300.82
6907,A14006,,DANIEL J KEATING COMPANY Bid# 6907,20120217,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$3,442,000.00",,661476.72
3714RECM,124085,,"Germantown Ave Streetscapes, Design activities limited to: ADA Ramps, Phila PA",20120202,,PW,L C COSTA CONTRACTORS,COMMERCE,"$2,403,187.09",,1491467.07
3697ECMS,124029,,Passyunk Project. 63rd Street to PA 611 Design Acitivites Limited to: ADA Ramps.   Federally Funded.,20120125,,PW,RAMOS AND ASSOCIATES INCORPORATED,STREETS,"$6,418,390.25",,53634.82
2842,124064,,"Replacement of 15kV Primary Switchgear at NEWPCP, Phila, PA",20120113,,PW,E J ELECTRIC INCORPORATED,WATER,"$2,282,700.00",,667193.35
2835,124067,,"Replacement of Medium & Low Voltage Switchgears at SWWPCP Phila, PA",20120113,,PW,E J ELECTRIC INCORPORATED,WATER,"$2,211,300.00",,667178
2820,124074,,"Replacement of Return Secondary Sludge Piping System at NorthEast Water Pollution Control Plant, Phila PA",20120113,,PW,QUAD CONSTRUCTION CO,WATER,"$5,323,500.00",,824884.91
6931,124007,,"Satellite Thermal Plant Cooling Tower Replacement & Mechanical RM 14 Rehab Phila, PA",20111222,,PW,FIVE STAR INC,COMMERCE,"$3,125,000.00",,221281.13
6919,114110,,"B/C Connector & C/D Link Roof Replacement @ Phila International Airport, Phila PA",20111220,,PW,USA GENERAL CONTRACTORS CORP,COMMERCE,"$1,295,000.00",,49633.43
6939,124051,,Electrical Work for Restroom Renovations in Terminals B & C @ Philadelphia International Airport.  Phila PA,20111206,,PW,MULHERN ELECTRIC COMPANY,COMMERCE,"$455,000.00",,18702.12
6938,124047,,"General Construction for Restroom Renovations in Terminals B & C @ Philadelphia International Airport, Phila PA",20111123,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$2,670,000.00",,209598.9
2385,124052,,"Installation of East Park Valve Chambers @ East Park Reservoir on 33rd St, Phila PA",20111027,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$1,090,100.00",,71502.3
2388,124035,,"Reconstruction of Sewers and Relay of Water Mains in Asbury Terrace (Verbena St to 400' WWCL of Verbena St), Phila PA",20111012,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$368,500.00",,2767
4568PLUM,B04106,,A P CONSTRUCTION COMPANY Bid# 4568PLUM,20111011,,PW,A P CONSTRUCTION COMPANY,RECREATION,"$26,701.00",,5340.27
